env_steps,return,restorations,length,FPS,time
0,-753.0,65,100,0.0,0.7984
100,-697.0,68,100,42.4579,2.3553
200,-816.0,68,100,48.9233,2.044
300,-765.0,66,100,49.1238,2.0357
400,-678.0,67,100,49.1166,2.036
500,-690.0,61,100,49.1887,2.033
600,-719.0,64,100,48.1427,2.0772
700,-811.0,66,100,48.584,2.0583
800,-782.0,64,100,48.3209,2.0695
900,-715.0,59,100,48.5578,2.0594
1000,-861.0,68,100,49.2755,2.0294
1100,-747.0,67,100,48.5044,2.0617
1200,-843.0,69,100,49.6096,2.0157
1300,-679.0,57,100,48.0907,2.0794
1400,-821.0,62,100,49.9596,2.0016
1500,-825.0,64,100,49.3114,2.0279
1600,-728.0,64,100,50.5543,1.9781
1700,-667.0,61,100,49.0507,2.0387
1800,-806.0,66,100,48.4203,2.0653
1900,-712.0,65,100,48.9684,2.0421
2000,-692.0,66,100,49.1866,2.0331
2100,-833.0,60,100,49.2281,2.0314
2200,-827.0,63,100,49.2003,2.0325
2300,-893.0,61,100,48.4727,2.063
2400,-706.0,62,100,49.3517,2.0263
2500,-762.0,54,100,48.9871,2.0414
2600,-873.0,66,100,48.5692,2.0589
2700,-748.0,66,100,47.8954,2.0879
2800,-720.0,69,100,48.8588,2.0467
2900,-832.0,59,100,49.1162,2.036
3000,-821.0,62,100,48.9027,2.0449
3100,-854.0,54,100,48.6694,2.0547
3200,-873.0,57,100,49.2755,2.0294
3300,-668.0,59,100,49.6437,2.0144
3400,-810.0,62,100,49.095,2.0369
3500,-687.0,61,100,48.8573,2.0468
3600,-659.0,57,100,49.6428,2.0144
3700,-770.0,63,100,48.7683,2.0505
3800,-746.0,61,100,48.4662,2.0633
3900,-677.0,61,100,47.8171,2.0913
4000,-843.0,52,100,49.7677,2.0093
4100,-705.0,60,100,50.149,1.9941
4200,-826.0,64,100,49.6988,2.0121
4300,-884.0,62,100,49.6717,2.0132
4400,-700.0,53,100,49.6526,2.014
4500,-753.0,60,100,50.2006,1.992
4600,-757.0,56,100,48.9608,2.0425
4700,-760.0,59,100,49.9022,2.0039
4800,-782.0,57,100,48.3821,2.0669
4900,-658.0,53,100,48.0415,2.0815
5000,-702.0,62,100,49.281,2.0292
5100,-826.0,60,100,48.7751,2.0502
5200,-757.0,57,100,48.7455,2.0515
5300,-704.0,54,100,48.4673,2.0632
5400,-692.0,56,100,49.3719,2.0254
5500,-680.0,56,100,48.4661,2.0633
5600,-708.0,52,100,49.3786,2.0252
5700,-791.0,61,100,49.3241,2.0274
5800,-861.0,55,100,48.0306,2.082
5900,-870.0,62,100,49.4552,2.022
6000,-804.0,57,100,47.2557,2.1162
6100,-755.0,59,100,48.8295,2.0479
6200,-875.0,56,100,48.7679,2.0505
6300,-691.0,51,100,47.815,2.0914
6400,-752.0,54,100,48.6702,2.0546
6500,-826.0,60,100,49.3873,2.0248
6600,-798.0,52,100,49.5025,2.0201
6700,-857.0,54,100,48.4323,2.0647
6800,-751.0,57,100,49.4633,2.0217
6900,-694.0,49,100,50.2308,1.9908
7000,-711.0,58,100,49.7018,2.012
7100,-822.0,52,100,50.2559,1.9898
7200,-806.0,59,100,48.8762,2.046
7300,-750.0,52,100,48.5921,2.058
7400,-774.0,58,100,48.6549,2.0553
7500,-827.0,56,100,49.4608,2.0218
7600,-882.0,54,100,49.5088,2.0198
7700,-699.0,55,100,49.237,2.031
7800,-634.0,52,100,48.7428,2.0516
7900,-744.0,49,100,49.3539,2.0262
8000,-810.0,60,100,49.0132,2.0403
8100,-783.0,65,100,49.4325,2.023
8200,-709.0,55,100,48.6959,2.0536
8300,-711.0,60,100,48.3781,2.0671
8400,-625.0,59,100,48.61,2.0572
8500,-791.0,52,100,48.6048,2.0574
8600,-661.0,57,100,48.523,2.0609
8700,-734.0,55,100,49.4096,2.0239
8800,-659.0,56,100,48.9956,2.041
8900,-772.0,63,100,49.7973,2.0081
9000,-717.0,59,100,49.0734,2.0378
9100,-900.0,56,100,48.2477,2.0726
9200,-855.0,60,100,49.6057,2.0159
9300,-863.0,62,100,49.7805,2.0088
9400,-775.0,53,100,48.5356,2.0603
9500,-759.0,58,100,49.586,2.0167
9600,-720.0,59,100,49.1522,2.0345
9700,-854.0,61,100,49.4376,2.0228
9800,-848.0,62,100,49.4829,2.0209
9900,-837.0,68,100,48.441,2.0644
10000,-952.0,68,100,0.0,0.4058
10100,-740.0,65,100,49.4635,2.0217
10200,-758.0,66,100,50.0873,1.9965
10300,-842.0,65,100,48.9393,2.0433
10400,-840.0,60,100,49.3373,2.0269
10500,-783.0,60,100,49.0567,2.0385
10600,-850.0,65,100,49.7795,2.0089
10700,-671.0,55,100,48.0381,2.0817
10800,-743.0,58,100,48.6711,2.0546
10900,-759.0,64,100,48.51,2.0614
11000,-899.0,69,100,49.1516,2.0345
11100,-834.0,66,100,49.0981,2.0367
11200,-677.0,57,100,48.9487,2.043
11300,-802.0,62,100,48.7257,2.0523
11400,-831.0,55,100,49.1108,2.0362
11500,-801.0,64,100,49.1233,2.0357
11600,-740.0,55,100,48.2408,2.0729
11700,-912.0,66,100,49.429,2.0231
11800,-757.0,63,100,48.6476,2.0556
11900,-866.0,62,100,48.4698,2.0631
12000,-840.0,52,100,49.2719,2.0296
12100,-911.0,60,100,49.7759,2.009
12200,-790.0,60,100,49.3477,2.0264
12300,-772.0,61,100,50.3436,1.9864
12400,-684.0,48,100,48.9211,2.0441
12500,-790.0,63,100,48.037,2.0817
12600,-749.0,49,100,46.4798,2.1515
12700,-922.0,68,100,48.1358,2.0775
12800,-810.0,70,100,48.0769,2.08
12900,-778.0,53,100,48.573,2.0588
13000,-631.0,59,100,48.9287,2.0438
13100,-823.0,63,100,48.3903,2.0665
13200,-885.0,61,100,49.6229,2.0152
13300,-743.0,62,100,49.5999,2.0161
13400,-722.0,55,100,48.7982,2.0493
13500,-742.0,55,100,48.8932,2.0453
13600,-774.0,52,100,48.9837,2.0415
13700,-782.0,60,100,49.0565,2.0385
13800,-941.0,61,100,48.8316,2.0479
13900,-812.0,52,100,49.2134,2.032
14000,-781.0,55,100,48.3205,2.0695
14100,-778.0,57,100,48.551,2.0597
14200,-781.0,42,100,48.0596,2.0808
14300,-762.0,37,100,49.1271,2.0355
14400,-807.0,46,100,48.7738,2.0503
14500,-820.0,50,100,48.4851,2.0625
14600,-670.0,53,100,49.3793,2.0251
14700,-948.0,49,100,49.2285,2.0313
14800,-791.0,52,100,49.3573,2.026
14900,-857.0,49,100,48.7285,2.0522
15000,-846.0,48,100,49.2212,2.0316
15100,-772.0,50,100,48.4165,2.0654
15200,-735.0,59,100,48.0918,2.0794
15300,-906.0,59,100,49.2458,2.0306
15400,-891.0,54,100,48.9715,2.042
15500,-663.0,51,100,48.8188,2.0484
15600,-721.0,49,100,48.5788,2.0585
15700,-824.0,57,100,49.5375,2.0187
15800,-781.0,60,100,48.9283,2.0438
15900,-830.0,54,100,49.4047,2.0241
16000,-744.0,43,100,49.1945,2.0328
16100,-884.0,54,100,48.6758,2.0544
16200,-659.0,45,100,49.1789,2.0334
16300,-862.0,51,100,48.9981,2.0409
16400,-793.0,52,100,49.7474,2.0102
16500,-847.0,55,100,49.7818,2.0088
16600,-771.0,54,100,48.9064,2.0447
16700,-709.0,57,100,47.7172,2.0957
16800,-729.0,51,100,49.4164,2.0236
16900,-687.0,49,100,49.0395,2.0392
17000,-664.0,43,100,48.1155,2.0783
17100,-837.0,44,100,49.1068,2.0364
17200,-879.0,42,100,48.7171,2.0527
17300,-756.0,57,100,48.729,2.0522
17400,-729.0,45,100,48.7406,2.0517
17500,-900.0,42,100,47.8037,2.0919
17600,-776.0,55,100,48.9054,2.0448
17700,-673.0,44,100,49.0043,2.0406
17800,-850.0,49,100,48.0075,2.083
17900,-827.0,69,100,48.0797,2.0799
18000,-882.0,47,100,49.0123,2.0403
18100,-806.0,49,100,49.2605,2.03
18200,-799.0,38,100,49.186,2.0331
18300,-717.0,52,100,49.6902,2.0125
18400,-813.0,61,100,49.0364,2.0393
18500,-770.0,55,100,49.3922,2.0246
18600,-821.0,62,100,48.8172,2.0485
18700,-816.0,55,100,48.4419,2.0643
18800,-820.0,56,100,48.1348,2.0775
18900,-741.0,41,100,49.5552,2.018
19000,-867.0,51,100,49.2942,2.0286
19100,-869.0,52,100,48.883,2.0457
19200,-824.0,47,100,47.8769,2.0887
19300,-928.0,64,100,49.4146,2.0237
19400,-872.0,57,100,48.9839,2.0415
19500,-712.0,56,100,48.7305,2.0521
19600,-788.0,36,100,48.4845,2.0625
19700,-881.0,61,100,48.4242,2.0651
19800,-842.0,44,100,48.8214,2.0483
19900,-679.0,56,100,48.3333,2.069
20000,-653.0,47,100,0.0,0.407
20100,-599.0,47,100,48.8674,2.0464
20200,-849.0,42,100,48.7384,2.0518
20300,-841.0,54,100,48.9206,2.0441
20400,-739.0,49,100,49.3557,2.0261
20500,-815.0,35,100,48.7295,2.0521
20600,-815.0,52,100,49.7198,2.0113
20700,-783.0,41,100,48.913,2.0444
20800,-859.0,49,100,49.1603,2.0342
20900,-744.0,62,100,48.2453,2.0727
21000,-790.0,47,100,47.8269,2.0909
21100,-693.0,43,100,48.7382,2.0518
21200,-615.0,43,100,48.3315,2.069
21300,-725.0,55,100,47.1656,2.1202
21400,-809.0,62,100,48.1603,2.0764
21500,-901.0,53,100,47.8951,2.0879
21600,-963.0,27,100,49.5427,2.0185
21700,-672.0,45,100,48.096,2.0792
21800,-680.0,48,100,48.9942,2.0411
21900,-880.0,49,100,49.0389,2.0392
22000,-709.0,44,100,48.2312,2.0734
22100,-839.0,40,100,49.0355,2.0393
22200,-901.0,54,100,48.2238,2.0737
22300,-827.0,38,100,47.3691,2.1111
22400,-878.0,66,100,49.0666,2.038
22500,-842.0,52,100,49.1826,2.0332
22600,-943.0,48,100,48.4392,2.0644
22700,-745.0,50,100,49.3505,2.0263
22800,-734.0,54,100,49.1485,2.0347
22900,-799.0,43,100,48.2027,2.0746
23000,-789.0,46,100,49.3767,2.0252
23100,-920.0,54,100,48.4148,2.0655
23200,-851.0,49,100,48.7103,2.053
23300,-793.0,48,100,48.5777,2.0586
23400,-866.0,57,100,48.3625,2.0677
23500,-764.0,63,100,49.1769,2.0335
23600,-891.0,66,100,49.341,2.0267
23700,-727.0,57,100,48.8376,2.0476
23800,-824.0,60,100,47.8049,2.0918
23900,-826.0,43,100,48.3711,2.0674
24000,-788.0,49,100,48.2838,2.0711
24100,-669.0,49,100,48.2754,2.0715
24200,-858.0,54,100,48.9544,2.0427
24300,-723.0,43,100,48.4473,2.0641
24400,-804.0,51,100,47.8508,2.0898
24500,-717.0,52,100,49.0135,2.0403
24600,-815.0,62,100,48.3764,2.0671
24700,-740.0,54,100,49.4487,2.0223
24800,-762.0,51,100,49.2952,2.0286
24900,-754.0,57,100,48.4229,2.0651
25000,-821.0,56,100,48.8117,2.0487
25100,-824.0,38,100,47.6426,2.099
25200,-831.0,60,100,47.5679,2.1023
25300,-621.0,41,100,47.9357,2.0861
25400,-851.0,60,100,48.7552,2.0511
25500,-837.0,62,100,48.5705,2.0589
25600,-789.0,51,100,49.1372,2.0351
25700,-896.0,56,100,49.0485,2.0388
25800,-895.0,58,100,49.5237,2.0192
25900,-774.0,49,100,48.3829,2.0668
26000,-814.0,56,100,49.3014,2.0283
26100,-676.0,57,100,47.6469,2.0988
26200,-871.0,57,100,48.9658,2.0422
26300,-817.0,55,100,48.2734,2.0715
26400,-862.0,49,100,48.7615,2.0508
26500,-949.0,41,100,48.4901,2.0623
26600,-684.0,53,100,47.5828,2.1016
26700,-817.0,53,100,49.1919,2.0329
26800,-1045.0,68,100,49.3219,2.0275
26900,-846.0,51,100,48.3555,2.068
27000,-888.0,55,100,49.1838,2.0332
27100,-764.0,51,100,48.1903,2.0751
27200,-671.0,48,100,47.8318,2.0907
27300,-645.0,46,100,48.4365,2.0646
27400,-677.0,47,100,48.6333,2.0562
27500,-953.0,64,100,48.0821,2.0798
27600,-828.0,52,100,48.9115,2.0445
27700,-840.0,59,100,48.5445,2.06
27800,-859.0,56,100,49.128,2.0355
27900,-762.0,51,100,48.6909,2.0538
28000,-758.0,61,100,49.1586,2.0342
28100,-945.0,62,100,48.432,2.0648
28200,-825.0,67,100,48.686,2.054
28300,-908.0,60,100,49.2045,2.0323
28400,-834.0,66,100,48.6018,2.0575
28500,-603.0,49,100,48.846,2.0473
28600,-747.0,51,100,48.1475,2.077
28700,-910.0,55,100,49.7446,2.0103
28800,-724.0,60,100,48.6514,2.0554
28900,-891.0,44,100,48.716,2.0527
29000,-892.0,62,100,48.67,2.0547
29100,-800.0,61,100,48.9619,2.0424
29200,-795.0,71,100,48.4207,2.0652
29300,-699.0,60,100,48.5533,2.0596
29400,-918.0,61,100,48.7404,2.0517
29500,-778.0,66,100,49.2263,2.0314
29600,-613.0,61,100,49.6896,2.0125
29700,-855.0,68,100,50.5094,1.9798
29800,-675.0,58,100,48.5774,2.0586
29900,-755.0,64,100,48.9072,2.0447
30000,-781.0,61,100,0.0,0.3993
30100,-895.0,71,100,48.3254,2.0693
30200,-1037.0,64,100,48.2482,2.0726
30300,-999.0,72,100,48.0277,2.0821
30400,-704.0,65,100,48.8791,2.0459
30500,-923.0,71,100,48.6603,2.0551
30600,-865.0,72,100,49.2768,2.0294
30700,-823.0,57,100,48.8663,2.0464
30800,-866.0,70,100,47.9742,2.0845
30900,-830.0,66,100,48.8889,2.0455
31000,-895.0,67,100,48.4631,2.0634
31100,-792.0,62,100,48.8626,2.0466
31200,-938.0,68,100,47.8252,2.091
31300,-751.0,59,100,49.1302,2.0354
31400,-1051.0,72,100,48.8493,2.0471
31500,-1058.0,74,100,49.4288,2.0231
31600,-785.0,73,100,48.5808,2.0584
31700,-946.0,67,100,48.1607,2.0764
31800,-757.0,66,100,48.4859,2.0625
31900,-1026.0,66,100,47.6565,2.0984
32000,-931.0,69,100,49.0863,2.0372
32100,-864.0,65,100,49.5211,2.0193
32200,-1031.0,67,100,49.6384,2.0146
32300,-983.0,71,100,49.3949,2.0245
32400,-916.0,72,100,48.5543,2.0596
32500,-706.0,65,100,47.9817,2.0841
32600,-708.0,63,100,48.3491,2.0683
32700,-861.0,65,100,47.3538,2.1118
32800,-733.0,68,100,47.7315,2.0951
32900,-941.0,64,100,47.8358,2.0905
33000,-817.0,59,100,50.0372,1.9985
33100,-890.0,62,100,47.7329,2.095
33200,-876.0,68,100,48.5335,2.0604
33300,-926.0,65,100,48.2142,2.0741
33400,-1030.0,66,100,48.4449,2.0642
33500,-791.0,59,100,48.6055,2.0574
33600,-928.0,70,100,49.0531,2.0386
33700,-638.0,65,100,47.8329,2.0906
33800,-834.0,49,100,49.1563,2.0343
33900,-747.0,54,100,48.6825,2.0541
34000,-808.0,66,100,49.1908,2.0329
34100,-768.0,52,100,48.3681,2.0675
34200,-678.0,46,100,49.2221,2.0316
34300,-907.0,52,100,48.995,2.041
34400,-722.0,59,100,48.3352,2.0689
34500,-758.0,38,100,46.7068,2.141
34600,-901.0,60,100,49.7956,2.0082
34700,-877.0,55,100,49.5604,2.0177
34800,-680.0,53,100,49.0536,2.0386
34900,-938.0,61,100,47.8207,2.0911
35000,-848.0,38,100,48.577,2.0586
35100,-743.0,50,100,48.9034,2.0448
35200,-714.0,52,100,49.4212,2.0234
35300,-810.0,52,100,48.1505,2.0768
35400,-767.0,43,100,49.6335,2.0148
35500,-688.0,54,100,48.8994,2.045
35600,-1003.0,64,100,48.0478,2.0813
35700,-924.0,49,100,47.9869,2.0839
35800,-788.0,50,100,48.7962,2.0493
35900,-765.0,28,100,49.7689,2.0093
36000,-923.0,52,100,48.6177,2.0569
36100,-646.0,38,100,48.3306,2.0691
36200,-788.0,37,100,49.1181,2.0359
36300,-1031.0,51,100,48.8221,2.0483
36400,-845.0,47,100,48.0882,2.0795
36500,-878.0,48,100,48.195,2.0749
36600,-886.0,42,100,47.6244,2.0998
36700,-845.0,54,100,48.0328,2.0819
36800,-931.0,49,100,49.671,2.0132
36900,-854.0,40,100,50.9117,1.9642
37000,-838.0,40,100,49.5813,2.0169
37100,-852.0,63,100,50.2703,1.9892
37200,-870.0,28,100,49.5332,2.0188
37300,-883.0,51,100,49.0488,2.0388
37400,-858.0,56,100,50.9133,1.9641
37500,-755.0,51,100,49.9661,2.0014
37600,-971.0,50,100,49.9267,2.0029
37700,-922.0,54,100,50.304,1.9879
37800,-909.0,54,100,49.4759,2.0212
37900,-750.0,53,100,50.0355,1.9986
38000,-924.0,58,100,49.5214,2.0193
38100,-799.0,51,100,49.1706,2.0337
38200,-885.0,34,100,49.6205,2.0153
38300,-952.0,56,100,49.7128,2.0116
38400,-852.0,52,100,49.681,2.0128
38500,-1028.0,51,100,49.7722,2.0092
38600,-861.0,57,100,49.109,2.0363
38700,-787.0,52,100,49.0712,2.0379
38800,-1166.0,62,100,49.5361,2.0187
38900,-789.0,33,100,50.1538,1.9939
39000,-968.0,45,100,49.4189,2.0235
39100,-847.0,55,100,49.6166,2.0155
39200,-1038.0,46,100,49.3078,2.0281
39300,-904.0,57,100,49.6475,2.0142
39400,-556.0,36,100,49.9206,2.0032
39500,-824.0,40,100,49.9687,2.0013
39600,-1076.0,41,100,50.4518,1.9821
39700,-928.0,41,100,50.3858,1.9847
39800,-749.0,51,100,49.6998,2.0121
39900,-929.0,36,100,49.9353,2.0026
40000,-859.0,55,100,0.0,0.4174
40100,-634.0,47,100,49.1854,2.0331
40200,-800.0,52,100,50.7141,1.9718
40300,-739.0,58,100,48.8266,2.0481
40400,-812.0,60,100,48.5771,2.0586
40500,-1032.0,48,100,49.4831,2.0209
40600,-554.0,34,100,49.8405,2.0064
40700,-849.0,43,100,50.3723,1.9852
40800,-1126.0,55,100,49.6731,2.0132
40900,-902.0,51,100,50.5636,1.9777
41000,-923.0,41,100,48.3702,2.0674
41100,-998.0,56,100,48.9548,2.0427
41200,-907.0,39,100,48.871,2.0462
41300,-825.0,49,100,49.5272,2.0191
41400,-1077.0,65,100,50.315,1.9875
41500,-860.0,46,100,49.6515,2.014
41600,-711.0,49,100,49.5569,2.0179
41700,-790.0,58,100,49.6061,2.0159
41800,-983.0,61,100,49.3866,2.0248
41900,-1064.0,58,100,50.1907,1.9924
42000,-912.0,54,100,50.2714,1.9892
42100,-1080.0,64,100,49.0296,2.0396
42200,-725.0,49,100,50.5497,1.9783
42300,-963.0,54,100,50.0268,1.9989
42400,-955.0,48,100,48.9157,2.0443
42500,-802.0,57,100,50.1582,1.9937
42600,-657.0,35,100,49.8518,2.0059
42700,-913.0,41,100,49.5245,2.0192
42800,-849.0,50,100,49.3717,2.0255
42900,-974.0,63,100,50.8101,1.9681
43000,-945.0,36,100,49.4047,2.0241
43100,-1058.0,51,100,50.6823,1.9731
43200,-712.0,54,100,49.4674,2.0215
43300,-830.0,50,100,49.7624,2.0096
43400,-700.0,42,100,49.7186,2.0113
43500,-950.0,45,100,49.4873,2.0207
43600,-916.0,59,100,49.5304,2.019
43700,-938.0,47,100,49.6595,2.0137
43800,-1019.0,42,100,48.7311,2.0521
43900,-727.0,35,100,49.3614,2.0259
44000,-917.0,67,100,49.4574,2.0219
44100,-784.0,40,100,49.8495,2.006
44200,-963.0,54,100,50.1882,1.9925
44300,-1098.0,67,100,49.5952,2.0163
44400,-810.0,35,100,50.414,1.9836
44500,-846.0,54,100,51.5348,1.9404
44600,-1047.0,46,100,49.4113,2.0238
44700,-1009.0,49,100,49.7457,2.0102
44800,-982.0,52,100,49.7277,2.011
44900,-857.0,49,100,49.9447,2.0022
45000,-574.0,35,100,49.5763,2.0171
45100,-872.0,47,100,49.9879,2.0005
45200,-995.0,35,100,49.3708,2.0255
45300,-929.0,49,100,49.8685,2.0053
45400,-578.0,40,100,49.9493,2.002
45500,-899.0,55,100,49.0686,2.038
45600,-1035.0,49,100,50.465,1.9816
45700,-1019.0,64,100,49.8602,2.0056
45800,-849.0,46,100,49.7599,2.0097
45900,-987.0,57,100,48.8043,2.049
46000,-959.0,59,100,49.2775,2.0293
46100,-872.0,43,100,48.8401,2.0475
46200,-911.0,35,100,50.1471,1.9941
46300,-892.0,42,100,49.188,2.033
46400,-949.0,47,100,49.3785,2.0252
46500,-818.0,52,100,49.2033,2.0324
46600,-837.0,34,100,49.3426,2.0266
46700,-852.0,30,100,49.356,2.0261
46800,-1131.0,49,100,49.6146,2.0155
46900,-886.0,56,100,49.3091,2.028
47000,-927.0,25,100,49.7249,2.0111
47100,-877.0,45,100,49.0916,2.037
47200,-839.0,34,100,48.7519,2.0512
47300,-796.0,42,100,49.9169,2.0033
47400,-712.0,58,100,50.4649,1.9816
47500,-957.0,33,100,49.2082,2.0322
47600,-949.0,30,100,50.3461,1.9863
47700,-994.0,46,100,49.5483,2.0182
47800,-1112.0,14,100,49.5401,2.0186
47900,-916.0,37,100,49.5279,2.0191
48000,-884.0,45,100,49.5836,2.0168
48100,-932.0,48,100,49.4595,2.0219
48200,-908.0,62,100,50.0487,1.9981
48300,-839.0,34,100,49.5233,2.0193
48400,-829.0,37,100,49.805,2.0078
48500,-941.0,53,100,49.9503,2.002
48600,-948.0,30,100,50.2733,1.9891
48700,-951.0,52,100,49.5306,2.019
48800,-697.0,28,100,49.8115,2.0076
48900,-1057.0,74,100,49.6807,2.0129
49000,-1119.0,23,100,49.1021,2.0366
49100,-632.0,41,100,50.0328,1.9987
49200,-958.0,43,100,49.2839,2.0291
49300,-1067.0,45,100,50.6715,1.9735
49400,-872.0,58,100,49.0262,2.0397
49500,-958.0,50,100,50.482,1.9809
49600,-940.0,58,100,49.5875,2.0166
49700,-1080.0,62,100,49.8186,2.0073
49800,-1100.0,52,100,46.6823,2.1421
49900,-1195.0,64,100,51.4309,1.9444
